dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-special-meeting.md,6,2022-06-14,Council,Ordinance,Budget,,final-action,pass,6,0,,roll-call,6-0 Pass,rule:budget,high,642
meeting_minutes,meeting_minutes/minutes/2022/2022-06-13/2022-06-14_city-council-special-meeting.md,7,2022-06-14,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,643
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,1,2022-06-21,Council,Ordinance,Ordinance,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,644
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,2,2022-06-21,Council,Other,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,rule:proc-minutes,high,645
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,3,2022-06-21,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,646
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,4,2022-06-21,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,647
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,5,2022-06-21,Council,Ordinance,Budget,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:budget,high,648
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,6,2022-06-21,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,5-0 Pass,crosswalk,high,649
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,7,2022-06-21,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,650
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,8,2022-06-21,Council,Resolution,Resolution,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,651
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,9,2022-06-21,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,652
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,10,2022-06-21,Council,Ordinance,Budget,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:budget,high,653
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,11,2022-06-21,Council,Ordinance,Budget,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:budget,high,654
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,12,2022-06-21,Council,Ordinance,Budget,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:budget,high,655
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,13,2022-06-21,Council,Public Hearing Action,Public-Hearing,,procedural,unknown,,,,unknown,Recorded,crosswalk,high,656
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,14,2022-06-21,Council,Public Hearing Action,Public-Hearing,,procedural,unknown,,,,unknown,Recorded,crosswalk,high,657
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,15,2022-06-21,Council,Resolution,Resolution,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,658
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,16,2022-06-21,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,659
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,17,2022-06-21,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,660
meeting_minutes,meeting_minutes/minutes/2022/2022-06-20/2022-06-21_city-council-meeting.md,18,2022-06-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,unknown,Recorded,crosswalk,high,661
meeting_minutes,meeting_minutes/minutes/2022/2022-07-04/2022-07-05_city-council-meeting.md,1,2022-07-05,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,6-0 Pass,crosswalk,high,662
meeting_minutes,meeting_minutes/minutes/2022/2022-07-04/2022-07-05_city-council-meeting.md,2,2022-07-05,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,6-0 Pass,crosswalk,high,663
meeting_minutes,meeting_minutes/minutes/2022/2022-07-04/2022-07-05_city-council-meeting.md,3,2022-07-05,Council,Ordinance,Ordinance,,final-action,pass,6,0,,roll-call,6-0 Pass,crosswalk,high,664
meeting_minutes,meeting_minutes/minutes/2022/2022-07-04/2022-07-05_city-council-meeting.md,4,2022-07-05,Council,Ordinance,Ordinance,,final-action,pass,6,0,,roll-call,6-0 Pass,crosswalk,high,665
meeting_minutes,meeting_minutes/minutes/2022/2022-07-04/2022-07-05_city-council-meeting.md,5,2022-07-05,Council,Resolution,Interlocal,,final-action,pass,6,0,,roll-call,6-0 Pass,rule:interlocal,high,666
meeting_minutes,meeting_minutes/minutes/2022/2022-07-04/2022-07-05_city-council-meeting.md,6,2022-07-05,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,667
meeting_minutes,meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-special-meeting.md,1,2022-07-12,Council,Procedural/Administrative,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,rule:ph-openclose,high,668
meeting_minutes,meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-special-meeting.md,2,2022-07-12,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,669
meeting_minutes,meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-special-meeting.md,3,2022-07-12,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,medium,670
meeting_minutes,meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-special-meeting.md,4,2022-07-12,Council,Ordinance,Ordinance,,final-action,pass,6,0,,roll-call,6-0 Pass,crosswalk,high,671
meeting_minutes,meeting_minutes/minutes/2022/2022-07-11/2022-07-12_city-council-special-meeting.md,5,2022-07-12,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,672
meeting_minutes,meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-meeting.md,1,2022-08-02,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,673
meeting_minutes,meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-special-meeting.md,1,2022-08-02,Council,Ordinance,Ordinance,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,674
meeting_minutes,meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-special-meeting.md,2,2022-08-02,Council,Ordinance,Ordinance,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,675
meeting_minutes,meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-meeting.md,2,2022-08-02,Council,Ordinance,Budget,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:budget,high,676
meeting_minutes,meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-special-meeting.md,3,2022-08-02,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,677
meeting_minutes,meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-meeting.md,3,2022-08-02,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,678
meeting_minutes,meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-meeting.md,4,2022-08-02,Council,Ordinance,Ordinance,,final-action,pass,6,1,,roll-call,6-1 Pass,crosswalk,high,679
meeting_minutes,meeting_minutes/minutes/2022/2022-08-01/2022-08-02_city-council-meeting.md,5,2022-08-02,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,680
meeting_minutes,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-special-meeting.md,1,2022-08-09,Council,Land-Use/Zoning,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,rule:proc-agenda,high,681
meeting_minutes,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-special-meeting.md,2,2022-08-09,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,682
meeting_minutes,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-special-meeting.md,3,2022-08-09,Council,Appointment,Appointment,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,683
meeting_minutes,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-special-meeting.md,4,2022-08-09,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,684
meeting_minutes,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-special-meeting.md,5,2022-08-09,Council,Ordinance,Land-Use,Rezone,final-action,pass,5,1,,roll-call,5-1 Pass,rule:lu-rezone,high,685
meeting_minutes,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-special-meeting.md,6,2022-08-09,Council,Ordinance,Land-Use,Vacation,final-action,pass,6,0,,roll-call,6-0 Pass,rule:lu-vacate,high,686
meeting_minutes,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-special-meeting.md,7,2022-08-09,Council,Resolution,Resolution,,final-action,pass,5,1,,roll-call,5-1 Pass,crosswalk,high,687
meeting_minutes,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-special-meeting.md,8,2022-08-09,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,6-0 Pass,crosswalk,high,688
meeting_minutes,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-special-meeting.md,9,2022-08-09,Council,Resolution,Budget,,final-action,pass,6,0,,roll-call,6-0 Pass,rule:budget,high,689
meeting_minutes,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-special-meeting.md,10,2022-08-09,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,6-0 Pass,crosswalk,high,690
meeting_minutes,meeting_minutes/minutes/2022/2022-08-08/2022-08-09_city-council-special-meeting.md,11,2022-08-09,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,691
meeting_minutes,meeting_minutes/minutes/2022/2022-08-22/2022-08-23_city-council-meeting.md,1,2022-08-23,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,692
meeting_minutes,meeting_minutes/minutes/2022/2022-09-05/2022-09-06_city-council-meeting.md,1,2022-09-06,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,693
meeting_minutes,meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council-special-meeting.md,1,2022-09-13,Council,Appointment,Appointment,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,694
meeting_minutes,meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council-special-meeting.md,2,2022-09-13,Council,Resolution,Grant-Funding,,final-action,pass,6,0,,roll-call,6-0 Pass,rule:grant,high,695
meeting_minutes,meeting_minutes/minutes/2022/2022-09-12/2022-09-13_city-council-special-meeting.md,3,2022-09-13,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,696
meeting_minutes,meeting_minutes/minutes/2022/2022-09-19/2022-09-20_city-council-meeting.md,1,2022-09-20,Council,Ordinance,Land-Use,Rezone,final-action,pass,7,0,,roll-call,7-0 Pass,rule:lu-rezone,high,697
meeting_minutes,meeting_minutes/minutes/2022/2022-09-19/2022-09-20_city-council-meeting.md,2,2022-09-20,Council,Ordinance,Ordinance,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,698
meeting_minutes,meeting_minutes/minutes/2022/2022-09-19/2022-09-20_city-council-meeting.md,3,2022-09-20,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,699
meeting_minutes,meeting_minutes/minutes/2022/2022-10-03/2022-10-04_city-council-meeting.md,1,2022-10-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,700
meeting_minutes,meeting_minutes/minutes/2022/2022-10-03/2022-10-04_city-council-meeting.md,2,2022-10-04,Council,Ordinance,Land-Use,Rezone,final-action,pass,6,0,,roll-call,6-0 Pass,rule:lu-rezone,high,701
meeting_minutes,meeting_minutes/minutes/2022/2022-10-03/2022-10-04_city-council-meeting.md,3,2022-10-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,702
meeting_minutes,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-special-meeting.md,1,2022-10-11,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,703
meeting_minutes,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-special-meeting.md,2,2022-10-11,Council,Resolution,Resolution,,final-action,pass,4,0,,roll-call,4-0 Pass,crosswalk,high,704
meeting_minutes,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-special-meeting.md,3,2022-10-11,Council,Ordinance,Ordinance,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,705
meeting_minutes,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-special-meeting.md,4,2022-10-11,Council,Resolution,Resolution,,final-action,pass,4,0,,roll-call,4-0 Pass,crosswalk,high,706
meeting_minutes,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-special-meeting.md,5,2022-10-11,Council,Ordinance,Ordinance,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,707
meeting_minutes,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-special-meeting.md,6,2022-10-11,Council,Ordinance,Ordinance,,final-action,pass,4,0,,roll-call,4-0 Pass,crosswalk,high,708
meeting_minutes,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-special-meeting.md,7,2022-10-11,Council,Ordinance,Ordinance,,final-action,pass,4,0,,roll-call,4-0 Pass,crosswalk,high,709
meeting_minutes,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-special-meeting.md,8,2022-10-11,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,4-0 Pass,crosswalk,high,710
meeting_minutes,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-special-meeting.md,9,2022-10-11,Council,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,unknown,Recorded,crosswalk,high,711
meeting_minutes,meeting_minutes/minutes/2022/2022-10-17/2022-10-18_city-council-meeting.md,1,2022-10-18,Council,Appointment,Appointment,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,712
meeting_minutes,meeting_minutes/minutes/2022/2022-10-17/2022-10-18_city-council-meeting.md,2,2022-10-18,Council,Appointment,Appointment,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,713
meeting_minutes,meeting_minutes/minutes/2022/2022-10-17/2022-10-18_city-council-meeting.md,3,2022-10-18,Council,Resolution,Resolution,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,714
meeting_minutes,meeting_minutes/minutes/2022/2022-10-17/2022-10-18_city-council-meeting.md,4,2022-10-18,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,715
meeting_minutes,meeting_minutes/minutes/2022/2022-10-31/2022-11-01_city-council-meeting.md,1,2022-11-01,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,716
meeting_minutes,meeting_minutes/minutes/2022/2022-10-31/2022-11-01_city-council-meeting.md,2,2022-11-01,Council,Grant-Funding,Grant-Funding,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,717
meeting_minutes,meeting_minutes/minutes/2022/2022-10-31/2022-11-01_city-council-meeting.md,3,2022-11-01,Council,Appointment,Appointment,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,718
meeting_minutes,meeting_minutes/minutes/2022/2022-10-31/2022-11-01_city-council-meeting.md,4,2022-11-01,Council,Appointment,Appointment,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,719
meeting_minutes,meeting_minutes/minutes/2022/2022-10-31/2022-11-01_city-council-meeting.md,5,2022-11-01,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,720
meeting_minutes,meeting_minutes/minutes/2022/2022-10-31/2022-11-01_city-council-meeting.md,6,2022-11-01,Council,Ordinance,Budget,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:budget,high,721
meeting_minutes,meeting_minutes/minutes/2022/2022-10-31/2022-11-01_city-council-meeting.md,7,2022-11-01,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,medium,722
meeting_minutes,meeting_minutes/minutes/2022/2022-10-31/2022-11-01_city-council-meeting.md,8,2022-11-01,Council,Land-Use/Zoning,Land-Use,Rezone,final-action,pass,7,0,,roll-call,7-0 Pass,rule:lu-rezone,high,723
meeting_minutes,meeting_minutes/minutes/2022/2022-10-31/2022-11-01_city-council-meeting.md,9,2022-11-01,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,724
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,1,2022-11-15,Council,Ceremonial,Ceremonial,,final-action,unknown,,,,unknown,Recorded,crosswalk,high,725
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,2,2022-11-15,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,726
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,3,2022-11-15,Council,Appointment,Appointment,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,727
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,4,2022-11-15,Council,Ordinance,Land-Use,Rezone,final-action,pass,7,0,,roll-call,7-0 Pass,rule:lu-rezone,high,728
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,5,2022-11-15,Council,Ordinance,Ordinance,,final-action,pass,,,,voice,Voice Pass,crosswalk,high,729
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,6,2022-11-15,Council,Ordinance,Land-Use,General-Plan-Amendment,final-action,pass,7,0,,roll-call,7-0 Pass,rule:lu-gpa,high,730
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,7,2022-11-15,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,medium,731
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,8,2022-11-15,Council,Ordinance,Land-Use,Rezone,final-action,pass,7,0,,roll-call,7-0 Pass,rule:lu-rezone,high,732
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,9,2022-11-15,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,733
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,10,2022-11-15,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,734
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,11,2022-11-15,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,735
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,12,2022-11-15,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,medium,736
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,13,2022-11-15,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,737
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,14,2022-11-15,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,medium,738
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,15,2022-11-15,Council,Ordinance,Land-Use,Rezone,final-action,pass,7,0,,roll-call,7-0 Pass,rule:lu-rezone,high,739
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,16,2022-11-15,Council,Ordinance,Land-Use,Other-Land-Use,final-action,pass,7,0,,roll-call,7-0 Pass,rule:lu-accessory,high,740
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,17,2022-11-15,Council,Resolution,Public-Hearing,,procedural,pass,7,0,,roll-call,7-0 Pass,rule:ph-openclose,high,741
meeting_minutes,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,18,2022-11-15,Council,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,unknown,Recorded,crosswalk,high,742
meeting_minutes,meeting_minutes/minutes/2022/2022-12-05/2022-12-06_city-council-special-meeting.md,1,2022-12-06,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,6,0,,roll-call,6-0 Pass,crosswalk,high,743
meeting_minutes,meeting_minutes/minutes/2022/2022-12-05/2022-12-06_city-council-special-meeting.md,2,2022-12-06,Council,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,unknown,Recorded,crosswalk,high,744
meeting_minutes,meeting_minutes/minutes/2022/2022-12-12/2022-12-13_city-council-special-meeting.md,1,2022-12-13,Council,Resolution,Contract-Purchase,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:contract,high,745
meeting_minutes,meeting_minutes/minutes/2022/2022-12-12/2022-12-13_city-council-special-meeting.md,2,2022-12-13,Council,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,unknown,Recorded,crosswalk,high,746
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,1,2023-01-03,Council,Other,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,rule:proc-report,medium,747
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,2,2023-01-03,Council,Other,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,rule:ph-weak,medium,748
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,3,2023-01-03,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,749
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,4,2023-01-03,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,750
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,5,2023-01-03,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,751
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,6,2023-01-03,Council,Other,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,rule:ph-weak,medium,752
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,7,2023-01-03,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,753
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,8,2023-01-03,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,754
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,9,2023-01-03,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,755
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,10,2023-01-03,Council,Ordinance,Ordinance,,final-action,pass,5,1,,roll-call,5-1 Pass,crosswalk,high,756
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,11,2023-01-03,Council,Other,Appointment,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:officer-elect,high,757
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,12,2023-01-03,Council,Other,Appointment,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:officer-elect,high,758
meeting_minutes,meeting_minutes/minutes/2023/2023-01-02/2023-01-03_city-council-meeting.md,13,2023-01-03,Council,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,unknown,Recorded,crosswalk,high,759
meeting_minutes,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-special-meeting.md,1,2023-01-10,Council,Ceremonial,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,rule:proc-agenda,high,760
meeting_minutes,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-special-meeting.md,2,2023-01-10,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,761
meeting_minutes,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-special-meeting.md,3,2023-01-10,Council,Resolution,Resolution,,final-action,pass,5,1,,roll-call,5-1 Pass,crosswalk,high,762
meeting_minutes,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-special-meeting.md,4,2023-01-10,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,763
meeting_minutes,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-special-meeting.md,5,2023-01-10,Council,Resolution,Resolution,,final-action,pass,4,3,,roll-call,4-3 Pass,crosswalk,high,764
meeting_minutes,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-special-meeting.md,6,2023-01-10,Council,Resolution,Resolution,,final-action,pass,5,2,,roll-call,5-2 Pass,crosswalk,high,765
meeting_minutes,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-special-meeting.md,7,2023-01-10,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,766
meeting_minutes,meeting_minutes/minutes/2023/2023-01-16/2023-01-17_city-council-meeting.md,1,2023-01-17,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,voice,Voice Pass,crosswalk,high,767
meeting_minutes,meeting_minutes/minutes/2023/2023-01-16/2023-01-17_city-council-meeting.md,2,2023-01-17,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,768
meeting_minutes,meeting_minutes/minutes/2023/2023-01-16/2023-01-17_city-council-meeting.md,3,2023-01-17,Council,Ordinance,Budget,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:budget,high,769
